OBS,YEAR,MONTH,U.S._STATE,POSTAL.CODE,NERC.REGION,CLIMATE.REGION,ANOMALY.LEVEL,CLIMATE.CATEGORY,OUTAGE.START.HOUR,OUTAGE.START.DATE,Week Day,Month Day,OUTAGE.START.TIME,OUTAGE.RESTORATION.DATE,OUTAGE.RESTORATION.TIME,CAUSE.CATEGORY,CAUSE.CATEGORY.DETAIL,HURRICANE.NAMES,OUTAGE.DURATION.MIN,OUTAGE.DURATION.HOUR,DEMAND.LOSS.MW,CUSTOMERS.AFFECTED,RES.PRICE,COM.PRICE,IND.PRICE,TOTAL.PRICE,RES.SALES,COM.SALES,IND.SALES,TOTAL.SALES,RES.PERCEN,COM.PERCEN,IND.PERCEN,RES.CUSTOMERS,COM.CUSTOMERS,IND.CUSTOMERS,TOTAL.CUSTOMERS,RES.CUST.PCT,COM.CUST.PCT,IND.CUST.PCT,PC.REALGSP.STATE,PC.REALGSP.USA,PC.REALGSP.REL,PC.REALGSP.CHANGE,UTIL.REALGSP,TOTAL.REALGSP,UTIL.CONTRI,PI.UTIL.OFUSA,POPULATION,POPPCT_URBAN,POPPCT_UC,POPDEN_URBAN,POPDEN_UC,POPDEN_RURAL,AREAPCT_URBAN,AREAPCT_UC,PCT_LAND,PCT_WATER_TOT,PCT_WATER_INLAND
269,2008,9,Texas,TX,TRE,South,-0.3,normal,18,"Friday, September 12, 2008",6, September 12,6:21:00 PM,"Wednesday, October 1, 2008",11:59:00 PM,severe weather,hurricanes,Ike,27698,461.6333333,NA,2504366,13.51,10.78,8.93,11.33,11987612,10022219,8564730,30580544,39.20012672,32.77318742,28.00712113,9461508,1418297,161115,11040962,85.6946,12.8458,1.4592,48322,48401,0.998367802,-1.5,27438,1174672,2.335800973,11.8,24309039,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
270,2006,4,Texas,TX,TRE,South,-0.2,normal,16,"Monday, April 17, 2006",2, April 17,4:20:00 PM,"Monday, April 17, 2006",6:30:00 PM,system operability disruption,shed load,NA,130,2.166666667,40,9000,12.72,9.9,7.66,10.06,8485536,8371184,8809138,25670267,33.05589303,32.61042824,34.31650321,9102596,1489895,139100,10731627,84.8203,13.8832,1.2962,47876,48909,0.978879143,3.1,28157,1118368,2.517686486,10.7,23359580,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
271,2015,5,Texas,TX,TRE,South,0.8,warm,22,"Monday, May 25, 2015",2, May 25,10:45:00 PM,"Thursday, May 28, 2015",1:25:00 AM,severe weather,NA,NA,3040,50.66666667,NA,61000,12.11,7.86,5.52,8.55,9401256,10922445,8556373,28893988,32.53706619,37.80179115,29.61298731,10318006,1425780,105936,11849725,87.0738,12.0322,0.894,53707,49844,1.077501806,1.8,31256,1488049,2.100468466,11,27469114,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
272,2011,6,Texas,TX,SPP,South,-0.3,normal,11,"Wednesday, June 29, 2011",4, June 29,11:30:00 AM,"Wednesday, June 29, 2011",6:04:00 PM,public appeal,NA,NA,394,6.566666667,0,0,11.25,8.95,6.44,9.28,14819563,11965151,8939921,35730168,41.47633171,33.48753076,25.02065202,9621481,1363629,99033,11084145,86.804,12.3025,0.8935,48595,47586,1.021203715,1.8,28045,1246833,2.249298823,10.2,25654464,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
273,2001,6,Texas,TX,TRE,South,-0.1,normal,19,"Friday, June 8, 2001",6, June 8,7:00:00 PM,"Friday, June 15, 2001",8:00:00 PM,severe weather,flooding,NA,10140,169,NA,36073,9.63,8,5.65,7.9,10686071,7947008,8602330,28531900,37.45306482,27.85306271,30.14986734,8302025,1143697,65290,9635092,86.1645,11.8701,0.6776,45462,44719,1.016614862,0.8,28505,969236,2.940976192,10.9,21319622,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
274,2013,12,Texas,TX,TRE,South,-0.3,normal,11,"Friday, December 13, 2013",6, December 13,11:00:00 AM,"Friday, December 27, 2013",11:00:00 AM,fuel supply emergency, Coal,NA,20160,336,NA,NA,11.27,8,5.79,8.67,11901122,10736864,8269474,30908046,38.50493169,34.73808729,26.75508507,9954303,1366825,95881,11417012,87.1883,11.9718,0.8398,51695,48396,1.068166791,2.7,28880,1370216,2.107696889,10.5,26500674,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
275,2008,9,Texas,TX,TRE,South,-0.3,normal,20,"Friday, September 12, 2008",6, September 12,8:00:00 PM,"Saturday, September 27, 2008",7:00:00 PM,severe weather,hurricanes,Ike,21540,359,650,113247,13.51,10.78,8.93,11.33,11987612,10022219,8564730,30580544,39.20012672,32.77318742,28.00712113,9461508,1418297,161115,11040962,85.6946,12.8458,1.4592,48322,48401,0.998367802,-1.5,27438,1174672,2.335800973,11.8,24309039,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
276,2014,1,Texas,TX,TRE,South,-0.5,cold,9,"Saturday, January 18, 2014",7, January 18,9:00:00 AM,"Saturday, January 18, 2014",9:45:00 AM,public appeal,NA,NA,45,0.75,NA,NA,11.22,8.02,5.83,8.75,13580936,11215845,8680503,33491405,40.55051139,33.48872644,25.91859912,10138874,1432478,101641,11672996,86.8575,12.2717,0.8707,52742,49091,1.074372084,2,28121,1421759,1.977902021,10.9,26979078,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
277,2014,6,Texas,TX,TRE,South,0,normal,9,"Thursday, June 12, 2014",5, June 12,9:10:00 AM,"Thursday, June 12, 2014",9:11:00 AM,intentional attack,NA,NA,1,0.016666667,NA,NA,12.17,8.26,6.34,9.2,12861137,12571521,9260108,34707247,37.05605633,36.22160236,26.68061803,10138874,1432478,101641,11672996,86.8575,12.2717,0.8707,52742,49091,1.074372084,2,28121,1421759,1.977902021,10.9,26979078,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
278,2004,6,Texas,TX,TRE,South,0.3,normal,17,"Tuesday, June 1, 2004",3, June 1,5:00:00 PM,"Wednesday, June 2, 2004",1:00:00 PM,severe weather,heavy wind,NA,1200,20,1900,5.00E+05,10.44,8.25,6.24,8.55,11855394,9110529,8526175,29499229,40.18882663,30.88395632,28.90304353,8562931,1443587,132084,10138864,84.4565,14.2382,1.3027,46396,47037,0.98637243,3.2,26846,1039001,2.58382812,10,22394023,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
279,2015,7,Texas,TX,TRE,South,1.2,warm,9,"Thursday, July 30, 2015",5, July 30,9:50:00 AM,"Thursday, July 30, 2015",7:00:00 PM,system operability disruption,NA,NA,550,9.166666667,NA,NA,11.58,7.73,5.7,8.84,16452344,13820027,9452405,39740458,41.39948261,34.77571144,23.7853449,10318006,1425780,105936,11849725,87.0738,12.0322,0.894,53707,49844,1.077501806,1.8,31256,1488049,2.100468466,11,27469114,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
280,2006,4,Texas,TX,TRE,South,-0.2,normal,7,"Friday, April 21, 2006",6, April 21,7:00:00 AM,"Friday, April 21, 2006",10:00:00 PM,severe weather,NA,NA,900,15,219,82000,12.72,9.9,7.66,10.06,8485536,8371184,8809138,25670267,33.05589303,32.61042824,34.31650321,9102596,1489895,139100,10731627,84.8203,13.8832,1.2962,47876,48909,0.978879143,3.1,28157,1118368,2.517686486,10.7,23359580,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
281,2009,3,Texas,TX,WECC,South,-0.4,normal,0,"Sunday, March 1, 2009",1, March 1,12:15:00 AM,"Sunday, March 1, 2009",3:00:00 PM,equipment failure,transmission trip,NA,885,14.75,250,132000,12.93,9.8,7.25,10.02,8389591,8881343,8103648,25380423,33.05536318,34.99288802,31.92873499,9491971,1435745,136221,11063939,85.792,12.9768,1.2312,47233,46680,1.011846615,-2.3,25406,1171474,2.168720774,10.3,24801761,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
282,2010,8,Texas,TX,TRE,South,-1.2,cold,17,"Monday, August 23, 2010",2, August 23,5:50:00 PM,"Tuesday, August 24, 2010",9:30:00 AM,severe weather,NA,NA,940,15.66666667,746,81586,11.7,9.15,6.68,9.63,16560190,12576293,9588951,38732076,42.75575107,32.46996882,24.75713153,9536778,1459667,127608,11124056,85.7311,13.1217,1.1471,47746,47287,1.009706685,1.1,28030,1205374,2.32541933,10.6,25244363,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
283,2015,12,Texas,TX,TRE,South,2.3,warm,19,"Saturday, December 26, 2015",7, December 26,7:30:00 PM,NA,NA,severe weather,NA,NA,NA,NA,NA,70000,11.33,7.59,5.28,8.2,9873550,10401668,8456633,28745852,34.34773824,36.18493548,29.41862012,10318006,1425780,105936,11849725,87.0738,12.0322,0.894,53707,49844,1.077501806,1.8,31256,1488049,2.100468466,11,27469114,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
284,2016,4,Texas,TX,TRE,South,1.1,warm,5,"Monday, April 18, 2016",2, April 18,5:05:00 AM,"Wednesday, April 20, 2016",7:55:00 AM,severe weather,NA,NA,3050,50.83333333,NA,415103,11.28,7.37,4.82,7.74,8353969,10574632,8846832,27789572,30.06152452,38.05251841,31.83507828,10521732,1447247,105552,12074534,87.1399,11.9859,0.8742,53104,50660,1.04824319,-1.1,31136,1481866,2.101134651,8.5,27904862,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
285,2007,5,Texas,TX,TRE,South,-0.2,normal,13,"Wednesday, May 2, 2007",4, May 2,1:30:00 PM,"Thursday, May 3, 2007",8:00:00 PM,severe weather,storm,NA,1830,30.5,NA,3.00E+05,12.62,9.85,7.87,10.1,8897783,8983184,8996509,26883068,33.09809357,33.41576936,33.46533588,9166849,1413358,168586,10748834,85.2823,13.1489,1.5684,49068,49126,0.998819362,2.5,27695,1169399,2.36831056,10.9,23831983,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
286,2009,6,Texas,TX,TRE,South,0.4,normal,18,"Wednesday, June 10, 2009",4, June 10,6:00:00 PM,"Sunday, June 14, 2009",10:00:00 PM,severe weather,storm,NA,6000,100,NA,8.00E+05,12.66,10.06,6.74,10.27,12820217,10682228,8017142,31525789,40.66580855,33.88409407,25.4304246,9491971,1435745,136221,11063939,85.792,12.9768,1.2312,47233,46680,1.011846615,-2.3,25406,1171474,2.168720774,10.3,24801761,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
287,2011,9,Texas,TX,TRE,South,-0.8,cold,5,"Thursday, September 29, 2011",5, September 29,5:00:00 AM,"Friday, September 30, 2011",6:00:00 AM,severe weather,NA,NA,1500,25,NA,65000,11.16,9.03,6.69,9.34,15104071,12619255,8870960,36600689,41.26717669,34.47818974,24.23713936,9621481,1363629,99033,11084145,86.804,12.3025,0.8935,48595,47586,1.021203715,1.8,28045,1246833,2.249298823,10.2,25654464,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
288,2004,5,Texas,TX,TRE,South,0.2,normal,15,"Tuesday, May 11, 2004",3, May 11,3:30:00 PM,"Tuesday, May 11, 2004",6:00:00 PM,severe weather,thunderstorm,NA,150,2.5,85,62500,9.76,7.8,5.94,7.86,8669602,8061188,8394655,25132126,34.49609476,32.07523311,33.40208863,8562931,1443587,132084,10138864,84.4565,14.2382,1.3027,46396,47037,0.98637243,3.2,26846,1039001,2.58382812,10,22394023,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
289,2015,8,Texas,TX,TRE,South,1.4,warm,19,"Tuesday, August 11, 2015",3, August 11,7:30:00 PM,"Thursday, August 13, 2015",4:05:00 AM,severe weather,NA,NA,1955,32.58333333,NA,1.00E+05,11.51,7.76,5.78,8.9,17143154,14046972,9150486,40357061,42.47869784,34.80672688,22.67381661,10318006,1425780,105936,11849725,87.0738,12.0322,0.894,53707,49844,1.077501806,1.8,31256,1488049,2.100468466,11,27469114,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
290,2009,1,Texas,TX,TRE,South,-0.7,cold,5,"Monday, January 5, 2009",2, January 5,5:00:00 AM,"Tuesday, January 6, 2009",6:00:00 PM,severe weather,storm,NA,2220,37,NA,157019,12.6,9.98,7.84,10.41,11093741,9352844,7879244,28331887,39.15637882,33.0117228,27.81051612,9491971,1435745,136221,11063939,85.792,12.9768,1.2312,47233,46680,1.011846615,-2.3,25406,1171474,2.168720774,10.3,24801761,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
291,2009,7,Texas,TX,TRE,South,0.5,warm,13,"Wednesday, July 8, 2009",4, July 8,1:30:00 PM,"Wednesday, July 8, 2009",7:00:00 PM,public appeal,NA,NA,330,5.5,NA,NA,12.38,9.48,6.23,10.02,16354219,12037833,8418628,36817135,44.42012938,32.69627851,22.86605951,9491971,1435745,136221,11063939,85.792,12.9768,1.2312,47233,46680,1.011846615,-2.3,25406,1171474,2.168720774,10.3,24801761,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
292,2011,3,Texas,TX,TRE,South,-0.7,cold,18,"Tuesday, March 15, 2011",3, March 15,6:00:00 PM,"Tuesday, March 15, 2011",7:14:00 PM,intentional attack,vandalism,NA,74,1.233333333,NA,NA,11.13,8.92,6.08,8.75,8617852,9555390,8287010,26464992,32.56321408,36.10577324,31.31310223,9621481,1363629,99033,11084145,86.804,12.3025,0.8935,48595,47586,1.021203715,1.8,28045,1246833,2.249298823,10.2,25654464,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
293,2005,5,Texas,TX,TRE,South,0.3,normal,15,"Sunday, May 8, 2005",1, May 8,3:00:00 PM,"Sunday, May 8, 2005",10:00:00 PM,severe weather,thunderstorm,NA,420,7,672,243000,10.72,8.34,6.46,8.51,8411597,8743667,8301649,25461708,33.03626371,34.34045744,32.60444665,8823252,1461530,113955,10398774,84.849,14.0548,1.0959,46451,48090,0.96591807,0.1,25391,1058069,2.399748977,9.7,22778123,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
294,2001,3,Texas,TX,TRE,South,-0.4,normal,15,"Wednesday, March 14, 2001",4, March 14,3:00:00 PM,"Thursday, March 15, 2001",3:00:00 PM,system operability disruption,NA,NA,1440,24,NA,114000,8.39,7.83,5.1,7.02,7293281,6120021,7947384,22424411,32.52384645,27.29178037,35.44077033,8302025,1143697,65290,9635092,86.1645,11.8701,0.6776,45462,44719,1.016614862,0.8,28505,969236,2.940976192,10.9,21319622,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
295,2011,12,Texas,TX,TRE,South,-0.9,cold,16,"Friday, December 2, 2011",6, December 2,4:15:00 PM,"Friday, December 2, 2011",8:30:00 PM,intentional attack,vandalism,NA,255,4.25,NA,NA,10.89,8.49,5.82,8.61,10249018,9506503,7965841,27726661,36.964487,34.28650496,28.72989647,9621481,1363629,99033,11084145,86.804,12.3025,0.8935,48595,47586,1.021203715,1.8,28045,1246833,2.249298823,10.2,25654464,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
296,2014,6,Indiana,IN,RFC,Central,0,normal,23,"Monday, June 30, 2014",2, June 30,11:20:00 PM,"Tuesday, July 1, 2014",5:00:00 PM,severe weather,thunderstorm,NA,1060,17.66666667,NA,127000,11.71,9.84,7.04,9.11,2771413,2133179,4204757,9110926,30.41856558,23.41341594,46.1507096,2784660,348699,18106,3151466,88.3608,11.0647,0.5745,44539,49091,0.907274246,1.7,5224,293817,1.777977449,2.2,6597880,72.44,13.27,1860,1646.9,53.7,7.05,1.46,98.36902801,1.628226249,0.991213619
297,2009,1,Indiana,IN,RFC,Central,-0.7,cold,8,"Saturday, January 17, 2009",7, January 17,8:00:00 AM,"Sunday, January 25, 2009",8:00:00 PM,fuel supply emergency,NA,NA,12240,204,NA,NA,8.78,8.21,5.85,7.58,3874521,2084470,3468739,9430041,41.08700058,22.10456985,36.78392278,2733611,341437,18264,3093313,88.3716,11.0379,0.5904,40775,46680,0.873500428,-6.8,5315,263380,2.017996811,2.3,6459325,72.44,13.27,1860,1646.9,53.7,7.05,1.46,98.36902801,1.628226249,0.991213619
298,2004,7,Indiana,IN,ECAR,Central,0.5,warm,16,"Tuesday, July 13, 2004",3, July 13,4:30:00 PM,"Saturday, July 17, 2004",8:00:00 AM,severe weather,thunderstorm,NA,5250,87.5,600,135000,7.37,6.32,4.36,5.8,3007566,2135701,4060712,9205202,32.67246064,23.20102264,44.11323076,2654030,322880,18739,2995650,88.5961,10.7783,0.6255,43489,47037,0.924570019,3,5715,271068,2.108327062,2.2,6233007,72.44,13.27,1860,1646.9,53.7,7.05,1.46,98.36902801,1.628226249,0.991213619
299,2013,11,Indiana,IN,RFC,Central,-0.3,normal,16,"Sunday, November 17, 2013",1, November 17,4:47:00 PM,"Wednesday, November 20, 2013",4:47:00 PM,severe weather,thunderstorm,NA,4320,72,NA,61705,11.18,9.71,6.72,8.74,2445378,1853663,3839392,8139959,30.04165009,22.77238743,47.16721546,2771260,346933,18162,3136356,88.3592,11.0617,0.5791,43774,48396,0.904496239,1.7,5500,287628,1.912192137,2.2,6570518,72.44,13.27,1860,1646.9,53.7,7.05,1.46,98.36902801,1.628226249,0.991213619
300,2015,11,Indiana,IN,RFC,Central,2.2,warm,12,"Tuesday, November 10, 2015",3, November 10,12:00:00 PM,"Tuesday, November 10, 2015",2:00:00 PM,intentional attack,sabotage,NA,120,2,0,0,11.64,9.62,6.67,8.79,2078915,1784781,3506604,7371969,28.2002678,24.21037039,47.566722,2804861,350474,18213,3173549,88.3825,11.0436,0.5739,45136,49844,0.905545301,1.3,5447,295632,1.84249337,2.2,6619680,72.44,13.27,1860,1646.9,53.7,7.05,1.46,98.36902801,1.628226249,0.991213619
301,2008,5,Indiana,IN,RFC,Central,-0.7,cold,16,"Sunday, May 11, 2008",1, May 11,4:50:00 PM,"Sunday, May 11, 2008",8:43:00 PM,islanding,NA,NA,233,3.883333333,47,9700,9.68,7.76,5.2,6.89,1930280,1921936,4163972,8017586,24.07557587,23.97150464,51.93548282,2733128,341154,18099,3092382,88.3826,11.0321,0.5853,43760,48401,0.904113551,-1.3,5689,281148,2.023489408,2.2,6424806,72.44,13.27,1860,1646.9,53.7,7.05,1.46,98.36902801,1.628226249,0.991213619
302,2000,8,Indiana,IN,ECAR,Central,-0.5,cold,23,"Monday, August 28, 2000",2, August 28,11:00:00 PM,NA,NA,equipment failure,line fault,NA,NA,NA,15,124000,6.97,6.02,3.94,5.39,2873955,1992006,4165333,9080103,31.65112775,21.93814321,45.87319109,2545743,290737,19058,2865343,88.846,10.1467,0.6651,41302,44745,0.923052855,2.3,6964,251606,2.767819527,2.3,6091866,72.44,13.27,1860,1646.9,53.7,7.05,1.46,98.36902801,1.628226249,0.991213619
303,2009,1,Indiana,IN,RFC,Central,-0.7,cold,16,"Thursday, January 22, 2009",5, January 22,4:00:00 PM,"Thursday, January 22, 2009",5:05:00 PM,system operability disruption,NA,NA,65,1.083333333,50,9700,8.78,8.21,5.85,7.58,3874521,2084470,3468739,9430041,41.08700058,22.10456985,36.78392278,2733611,341437,18264,3093313,88.3716,11.0379,0.5904,40775,46680,0.873500428,-6.8,5315,263380,2.017996811,2.3,6459325,72.44,13.27,1860,1646.9,53.7,7.05,1.46,98.36902801,1.628226249,0.991213619
304,2008,12,Indiana,IN,RFC,Central,-0.7,cold,9,"Friday, December 19, 2008",6, December 19,9:00:00 AM,"Saturday, December 20, 2008",8:20:00 PM,severe weather,winter storm,NA,2120,35.33333333,NA,50000,8.63,8,5.55,7.28,3526552,2006800,3589313,9124826,38.64788216,21.99274814,39.33568706,2733128,341154,18099,3092382,88.3826,11.0321,0.5853,43760,48401,0.904113551,-1.3,5689,281148,2.023489408,2.2,6424806,72.44,13.27,1860,1646.9,53.7,7.05,1.46,98.36902801,1.628226249,0.991213619
305,2008,6,Indiana,IN,RFC,Central,-0.5,cold,19,"Sunday, June 15, 2008",1, June 15,7:06:00 PM,"Sunday, June 15, 2008",8:42:00 PM,islanding,NA,NA,96,1.6,57,9700,9.03,7.68,5.35,7.03,2776497,2132198,4116899,9027043,30.75754707,23.62011569,45.60628547,2733128,341154,18099,3092382,88.3826,11.0321,0.5853,43760,48401,0.904113551,-1.3,5689,281148,2.023489408,2.2,6424806,72.44,13.27,1860,1646.9,53.7,7.05,1.46,98.36902801,1.628226249,0.991213619
306,2014,5,Indiana,IN,RFC,Central,-0.1,normal,12,"Thursday, May 15, 2014",5, May 15,12:10:00 PM,"Thursday, May 15, 2014",12:13:00 PM,intentional attack,NA,NA,3,0.05,NA,NA,11.98,9.94,6.77,8.88,2166752,1943642,4175690,8287573,26.14459022,23.45248724,50.38495589,2784660,348699,18106,3151466,88.3608,11.0647,0.5745,44539,49091,0.907274246,1.7,5224,293817,1.777977449,2.2,6597880,72.44,13.27,1860,1646.9,53.7,7.05,1.46,98.36902801,1.628226249,0.991213619
307,2013,11,Indiana,IN,RFC,Central,-0.3,normal,13,"Sunday, November 17, 2013",1, November 17,1:06:00 PM,"Wednesday, November 20, 2013",1:06:00 PM,severe weather,thunderstorm,NA,4320,72,NA,75065,11.18,9.71,6.72,8.74,2445378,1853663,3839392,8139959,30.04165009,22.77238743,47.16721546,2771260,346933,18162,3136356,88.3592,11.0617,0.5791,43774,48396,0.904496239,1.7,5500,287628,1.912192137,2.2,6570518,72.44,13.27,1860,1646.9,53.7,7.05,1.46,98.36902801,1.628226249,0.991213619
308,2013,11,Indiana,IN,RFC,Central,-0.3,normal,12,"Sunday, November 17, 2013",1, November 17,12:35:00 PM,"Sunday, November 17, 2013",1:40:00 PM,system operability disruption,NA,NA,65,1.083333333,38,7500,11.18,9.71,6.72,8.74,2445378,1853663,3839392,8139959,30.04165009,22.77238743,47.16721546,2771260,346933,18162,3136356,88.3592,11.0617,0.5791,43774,48396,0.904496239,1.7,5500,287628,1.912192137,2.2,6570518,72.44,13.27,1860,1646.9,53.7,7.05,1.46,98.36902801,1.628226249,0.991213619
309,2011,7,Indiana,IN,RFC,Central,-0.3,normal,0,"Thursday, July 28, 2011",5, July 28,12:14:00 AM,"Friday, July 29, 2011",12:00:00 PM,severe weather,NA,NA,2146,35.76666667,NA,201000,10,8.79,6.37,8.31,3971034,2461570,4069938,10504000,37.80496954,23.43459634,38.74655369,2744879,343626,17891,3106397,88.3621,11.0619,0.5759,43109,47586,0.905917707,0,5928,280925,2.110171754,2.2,6516845,72.44,13.27,1860,1646.9,53.7,7.05,1.46,98.36902801,1.628226249,0.991213619
310,2011,10,Indiana,IN,RFC,Central,-0.9,cold,1,"Thursday, October 27, 2011",5, October 27,1:00:00 AM,"Thursday, October 27, 2011",2:36:00 AM,intentional attack,vandalism,NA,96,1.6,NA,NA,11.08,9.03,6.3,8.16,2059581,1944850,4119071,8125037,25.3485738,23.93650638,50.6960276,2744879,343626,17891,3106397,88.3621,11.0619,0.5759,43109,47586,0.905917707,0,5928,280925,2.110171754,2.2,6516845,72.44,13.27,1860,1646.9,53.7,7.05,1.46,98.36902801,1.628226249,0.991213619
311,2013,11,Indiana,IN,RFC,Central,-0.3,normal,16,"Sunday, November 17, 2013",1, November 17,4:47:00 PM,"Wednesday, November 20, 2013",11:59:00 AM,severe weather,tornadoes,NA,4032,67.2,535,61705,11.18,9.71,6.72,8.74,2445378,1853663,3839392,8139959,30.04165009,22.77238743,47.16721546,2771260,346933,18162,3136356,88.3592,11.0617,0.5791,43774,48396,0.904496239,1.7,5500,287628,1.912192137,2.2,6570518,72.44,13.27,1860,1646.9,53.7,7.05,1.46,98.36902801,1.628226249,0.991213619
312,2014,5,Indiana,IN,RFC,Central,-0.1,normal,18,"Friday, May 9, 2014",6, May 9,6:00:00 PM,"Sunday, May 11, 2014",1:00:00 PM,severe weather,heavy wind,NA,2580,43,NA,56000,11.98,9.94,6.77,8.88,2166752,1943642,4175690,8287573,26.14459022,23.45248724,50.38495589,2784660,348699,18106,3151466,88.3608,11.0647,0.5745,44539,49091,0.907274246,1.7,5224,293817,1.777977449,2.2,6597880,72.44,13.27,1860,1646.9,53.7,7.05,1.46,98.36902801,1.628226249,0.991213619
313,2012,10,Indiana,IN,RFC,Central,0.3,normal,9,"Tuesday, October 23, 2012",3, October 23,9:10:00 AM,"Tuesday, October 23, 2012",9:16:00 AM,system operability disruption,transmission interruption,NA,6,0.1,49,9800,11.09,8.99,6.21,8.16,2105254,1924783,3981686,8013425,26.27158799,24.01947981,49.68769284,2755595,344453,18525,3118574,88.3607,11.0452,0.594,43056,48156,0.894094194,-0.1,5380,281487,1.911278318,2.2,6538283,72.44,13.27,1860,1646.9,53.7,7.05,1.46,98.36902801,1.628226249,0.991213619
314,2012,7,Indiana,IN,RFC,Central,0.1,normal,7,"Tuesday, July 24, 2012",3, July 24,7:01:00 AM,"Tuesday, July 24, 2012",4:30:00 PM,severe weather,thunderstorm,NA,569,9.483333333,NA,82621,9.94,8.92,6.36,8.31,4049005,2456343,4137384,10644457,38.03862423,23.07626401,38.86890614,2755595,344453,18525,3118574,88.3607,11.0452,0.594,43056,48156,0.894094194,-0.1,5380,281487,1.911278318,2.2,6538283,72.44,13.27,1860,1646.9,53.7,7.05,1.46,98.36902801,1.628226249,0.991213619
315,2011,11,Indiana,IN,RFC,Central,-1,cold,23,"Tuesday, November 22, 2011",3, November 22,11:16:00 PM,"Tuesday, November 22, 2011",11:16:00 PM,intentional attack,vandalism,NA,0,0,0,0,10.29,8.67,6.14,7.91,2287538,1808806,3836616,7934607,28.82988408,22.79641575,48.352943,2744879,343626,17891,3106397,88.3621,11.0619,0.5759,43109,47586,0.905917707,0,5928,280925,2.110171754,2.2,6516845,72.44,13.27,1860,1646.9,53.7,7.05,1.46,98.36902801,1.628226249,0.991213619
316,2005,1,Indiana,IN,ECAR,Central,0.7,warm,21,"Wednesday, January 5, 2005",4, January 5,9:10:00 PM,"Sunday, January 16, 2005",11:00:00 PM,severe weather,winter storm,NA,15950,265.8333333,545,114791,6.78,6.21,4.21,5.57,3367147,1950501,3955277,9274798,36.30426237,21.03011839,42.64542473,2690394,328735,19057,3038187,88.5526,10.8201,0.6272,43159,48090,0.89746309,-0.8,5585,270982,2.061022503,2.2,6278616,72.44,13.27,1860,1646.9,53.7,7.05,1.46,98.36902801,1.628226249,0.991213619
