OBS,YEAR,MONTH,U.S._STATE,POSTAL.CODE,NERC.REGION,CLIMATE.REGION,ANOMALY.LEVEL,CLIMATE.CATEGORY,OUTAGE.START.HOUR,OUTAGE.START.DATE,Week Day,Month Day,OUTAGE.START.TIME,OUTAGE.RESTORATION.DATE,OUTAGE.RESTORATION.TIME,CAUSE.CATEGORY,CAUSE.CATEGORY.DETAIL,HURRICANE.NAMES,OUTAGE.DURATION.MIN,OUTAGE.DURATION.HOUR,DEMAND.LOSS.MW,CUSTOMERS.AFFECTED,RES.PRICE,COM.PRICE,IND.PRICE,TOTAL.PRICE,RES.SALES,COM.SALES,IND.SALES,TOTAL.SALES,RES.PERCEN,COM.PERCEN,IND.PERCEN,RES.CUSTOMERS,COM.CUSTOMERS,IND.CUSTOMERS,TOTAL.CUSTOMERS,RES.CUST.PCT,COM.CUST.PCT,IND.CUST.PCT,PC.REALGSP.STATE,PC.REALGSP.USA,PC.REALGSP.REL,PC.REALGSP.CHANGE,UTIL.REALGSP,TOTAL.REALGSP,UTIL.CONTRI,PI.UTIL.OFUSA,POPULATION,POPPCT_URBAN,POPPCT_UC,POPDEN_URBAN,POPDEN_UC,POPDEN_RURAL,AREAPCT_URBAN,AREAPCT_UC,PCT_LAND,PCT_WATER_TOT,PCT_WATER_INLAND
220,2013,12,Texas,TX,TRE,South,-0.3,normal,11,"Friday, December 13, 2013",6, December 13,11:00:00 AM,"Friday, December 27, 2013",11:00:00 AM,fuel supply emergency, Coal,NA,20160,336,NA,NA,11.27,8,5.79,8.67,11901122,10736864,8269474,30908046,38.50493169,34.73808729,26.75508507,9954303,1366825,95881,11417012,87.1883,11.9718,0.8398,51695,48396,1.068166791,2.7,28880,1370216,2.107696889,10.5,26500674,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
221,2012,11,Texas,TX,TRE,South,0.1,normal,10,"Saturday, November 17, 2012",7, November 17,10:00:00 AM,"Sunday, November 18, 2012",10:00:00 AM,fuel supply emergency,NA,NA,1440,24,1231,NA,11.11,7.96,5.49,8.27,8519968,10293160,7565394,26384824,32.29116859,39.01166822,28.67327825,9802110,1355155,92377,11249644,87.1326,12.0462,0.8212,50356,48156,1.045684858,3.6,29058,1314004,2.211408793,10.6,26089741,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
222,2006,11,Texas,TX,TRE,South,0.9,warm,10,"Wednesday, November 15, 2006",4, November 15,10:00:00 AM,"Wednesday, November 15, 2006",8:00:00 PM,severe weather,heavy wind,NA,600,10,221,83000,12.52,9.53,7.69,9.85,7511314,8363319,8023024,23901974,31.42549649,34.99007655,33.56636569,9102596,1489895,139100,10731627,84.8203,13.8832,1.2962,47876,48909,0.978879143,3.1,28157,1118368,2.517686486,10.7,23359580,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
223,2004,3,Texas,TX,WECC,South,0.2,normal,13,"Wednesday, March 17, 2004",4, March 17,1:27:00 PM,"Wednesday, March 17, 2004",2:06:00 PM,equipment failure,switching,NA,39,0.65,300,1.00E+05,8.93,7.58,5.47,7.27,7807744,7134814,8430110,23378775,33.39671989,30.51833982,36.05881831,8562931,1443587,132084,10138864,84.4565,14.2382,1.3027,46396,47037,0.98637243,3.2,26846,1039001,2.58382812,10,22394023,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
224,2012,7,Texas,TX,SPP,South,0.1,normal,2,"Saturday, July 21, 2012",7, July 21,2:19:00 AM,"Saturday, July 21, 2012",5:20:00 AM,severe weather,NA,NA,181,3.016666667,220,70000,10.87,8.08,5.87,8.78,16050086,13131072,8320952,37508391,42.7906545,35.00835853,22.18424139,9802110,1355155,92377,11249644,87.1326,12.0462,0.8212,50356,48156,1.045684858,3.6,29058,1314004,2.211408793,10.6,26089741,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
225,2016,4,Texas,TX,TRE,South,1.1,warm,5,"Wednesday, April 27, 2016",4, April 27,5:50:00 AM,"Thursday, April 28, 2016",1:35:00 AM,severe weather,NA,NA,1185,19.75,NA,214864,11.28,7.37,4.82,7.74,8353969,10574632,8846832,27789572,30.06152452,38.05251841,31.83507828,10521732,1447247,105552,12074534,87.1399,11.9859,0.8742,53104,50660,1.04824319,-1.1,31136,1481866,2.101134651,8.5,27904862,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
226,2009,8,Texas,TX,TRE,South,0.5,warm,19,"Friday, August 21, 2009",6, August 21,7:00:00 PM,"Saturday, August 22, 2009",8:00:00 PM,severe weather,thunderstorm,NA,1500,25,544,80000,12.15,9.45,6.37,9.85,15595465,11809339,8864590,36275885,42.99127368,32.55424092,24.43659197,9491971,1435745,136221,11063939,85.792,12.9768,1.2312,47233,46680,1.011846615,-2.3,25406,1171474,2.168720774,10.3,24801761,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
227,2012,1,Texas,TX,TRE,South,-0.7,cold,21,"Tuesday, January 10, 2012",3, January 10,9:30:00 PM,"Tuesday, January 10, 2012",9:30:00 PM,system operability disruption,NA,NA,0,0,NA,NA,10.77,8.41,5.58,8.56,10866402,9841451,7616837,28330456,38.35590221,34.73806069,26.88568444,9802110,1355155,92377,11249644,87.1326,12.0462,0.8212,50356,48156,1.045684858,3.6,29058,1314004,2.211408793,10.6,26089741,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
228,2006,10,Texas,TX,TRE,South,0.7,warm,17,"Tuesday, October 3, 2006",3, October 3,5:28:00 PM,"Tuesday, October 3, 2006",9:59:00 PM,system operability disruption,NA,NA,271,4.516666667,339,NA,13.18,9.76,7.55,10.22,9520466,9650581,8908916,28085863,33.89771573,34.36099151,31.72028575,9102596,1489895,139100,10731627,84.8203,13.8832,1.2962,47876,48909,0.978879143,3.1,28157,1118368,2.517686486,10.7,23359580,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
229,2013,8,Texas,TX,TRE,South,-0.3,normal,16,"Friday, August 16, 2013",6, August 16,4:58:00 PM,"Saturday, August 17, 2013",11:58:00 PM,severe weather,thunderstorm,NA,1860,31,NA,219681,11.45,7.98,6.14,9,16446018,13664829,9210130,39328028,41.81755058,34.74577724,23.4187435,9954303,1366825,95881,11417012,87.1883,11.9718,0.8398,51695,48396,1.068166791,2.7,28880,1370216,2.107696889,10.5,26500674,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
230,2011,6,Texas,TX,TRE,South,-0.3,normal,5,"Sunday, June 5, 2011",1, June 5,5:30:00 AM,"Monday, June 6, 2011",1:30:00 AM,severe weather,thunderstorm,NA,1200,20,473,78000,11.25,8.95,6.44,9.28,14819563,11965151,8939921,35730168,41.47633171,33.48753076,25.02065202,9621481,1363629,99033,11084145,86.804,12.3025,0.8935,48595,47586,1.021203715,1.8,28045,1246833,2.249298823,10.2,25654464,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
231,2000,5,Texas,TX,SPP,South,-0.7,cold,10,"Wednesday, May 24, 2000",4, May 24,10:15:00 AM,"Thursday, May 25, 2000",10:14:00 PM,system operability disruption,NA,NA,2159,35.98333333,NA,2.00E+06,7.69,6.8,4.31,6.23,7866767,6736409,8227506,24043000,32.71957326,28.01817161,34.21996423,8023266,1093414,61280,9299829,86.2733,11.7574,0.6589,45102,44745,1.007978545,1.7,30908,944631,3.271965455,10.3,20944499,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
232,2010,2,Texas,TX,TRE,South,1.2,warm,12,"Thursday, February 11, 2010",5, February 11,12:00:00 PM,"Monday, February 15, 2010",9:00:00 PM,severe weather,winter storm,NA,6300,105,NA,5.00E+05,11.34,9.52,6.68,9.49,10656540,8715714,7139925,26517691,40.18653057,32.86754492,26.92513839,9536778,1459667,127608,11124056,85.7311,13.1217,1.1471,47746,47287,1.009706685,1.1,28030,1205374,2.32541933,10.6,25244363,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
233,2014,6,Texas,TX,TRE,South,0,normal,13,"Friday, June 6, 2014",6, June 6,1:00:00 PM,NA,NA,fuel supply emergency, Coal,NA,NA,NA,NA,NA,12.17,8.26,6.34,9.2,12861137,12571521,9260108,34707247,37.05605633,36.22160236,26.68061803,10138874,1432478,101641,11672996,86.8575,12.2717,0.8707,52742,49091,1.074372084,2,28121,1421759,1.977902021,10.9,26979078,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
234,2005,9,Texas,TX,TRE,South,0,normal,17,"Friday, September 23, 2005",6, September 23,5:00:00 PM,"Saturday, September 24, 2005",8:00:00 PM,severe weather,hurricanes,Rita,1620,27,1950,715000,11.66,9.52,8.25,10.13,14574387,11120667,8278815,33978964,42.89238189,32.72809318,24.36453036,8823252,1461530,113955,10398774,84.849,14.0548,1.0959,46451,48090,0.96591807,0.1,25391,1058069,2.399748977,9.7,22778123,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
235,2009,6,Texas,TX,TRE,South,0.4,normal,15,"Thursday, June 25, 2009",5, June 25,3:16:00 PM,"Thursday, June 25, 2009",7:00:00 PM,public appeal,NA,NA,224,3.733333333,NA,NA,12.66,10.06,6.74,10.27,12820217,10682228,8017142,31525789,40.66580855,33.88409407,25.4304246,9491971,1435745,136221,11063939,85.792,12.9768,1.2312,47233,46680,1.011846615,-2.3,25406,1171474,2.168720774,10.3,24801761,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
236,2000,3,Texas,TX,TRE,South,-1.1,cold,16,"Saturday, March 18, 2000",7, March 18,4:00:00 PM,"Saturday, March 18, 2000",5:10:00 PM,system operability disruption,transmission interruption,NA,70,1.166666667,400,1.00E+05,7.43,6.8,4.01,5.91,6507440,5925328,8359654,21870637,29.75423167,27.09261738,38.22318481,8023266,1093414,61280,9299829,86.2733,11.7574,0.6589,45102,44745,1.007978545,1.7,30908,944631,3.271965455,10.3,20944499,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
237,2011,2,Texas,TX,TRE,South,-1,cold,5,"Wednesday, February 2, 2011",4, February 2,5:43:00 AM,"Thursday, February 3, 2011",10:00:00 AM,system operability disruption,NA,NA,1697,28.28333333,4000,1069730,10.65,8.93,6.3,8.94,11584010,8904180,7451484,27945669,41.45189725,31.86246856,26.66418185,9621481,1363629,99033,11084145,86.804,12.3025,0.8935,48595,47586,1.021203715,1.8,28045,1246833,2.249298823,10.2,25654464,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
238,2006,4,Texas,TX,TRE,South,-0.2,normal,16,"Monday, April 17, 2006",2, April 17,4:35:00 PM,"Monday, April 17, 2006",6:10:00 PM,system operability disruption,NA,NA,95,1.583333333,108,51404,12.72,9.9,7.66,10.06,8485536,8371184,8809138,25670267,33.05589303,32.61042824,34.31650321,9102596,1489895,139100,10731627,84.8203,13.8832,1.2962,47876,48909,0.978879143,3.1,28157,1118368,2.517686486,10.7,23359580,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
239,2012,6,Texas,TX,TRE,South,-0.1,normal,15,"Tuesday, June 12, 2012",3, June 12,3:57:00 PM,"Thursday, June 14, 2012",4:57:00 AM,severe weather,thunderstorm,NA,2220,37,920,175000,10.97,8.15,5.6,8.71,13993383,12050558,8037946,34088196,41.05052376,35.35111685,23.57985151,9802110,1355155,92377,11249644,87.1326,12.0462,0.8212,50356,48156,1.045684858,3.6,29058,1314004,2.211408793,10.6,26089741,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
240,2000,NA,Texas,TX,FRCC,South,NA,NA,NA,NA,NA,,NA,NA,NA,equipment failure,transformer outage,NA,NA,NA,46,43000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8023266,1093414,61280,9299829,86.2733,11.7574,0.6589,45102,44745,1.007978545,1.7,30908,944631,3.271965455,10.3,20944499,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
241,2013,12,Texas,TX,TRE,South,-0.3,normal,1,"Friday, December 6, 2013",6, December 6,1:51:00 AM,"Wednesday, December 11, 2013",12:00:00 PM,severe weather,snow/ice ,NA,7809,130.15,NA,881000,11.27,8,5.79,8.67,11901122,10736864,8269474,30908046,38.50493169,34.73808729,26.75508507,9954303,1366825,95881,11417012,87.1883,11.9718,0.8398,51695,48396,1.068166791,2.7,28880,1370216,2.107696889,10.5,26500674,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
242,2004,4,Texas,TX,TRE,South,0.1,normal,20,"Saturday, April 10, 2004",7, April 10,8:00:00 PM,"Sunday, April 11, 2004",4:00:00 PM,severe weather,thunderstorm,NA,1200,20,100,85000,9.39,7.77,5.71,7.52,7252481,7433824,8472458,23166947,31.30529456,32.08806063,36.57131861,8562931,1443587,132084,10138864,84.4565,14.2382,1.3027,46396,47037,0.98637243,3.2,26846,1039001,2.58382812,10,22394023,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
243,2006,4,Texas,TX,TRE,South,-0.2,normal,16,"Monday, April 17, 2006",2, April 17,4:10:00 PM,"Monday, April 17, 2006",6:11:00 PM,system operability disruption,NA,NA,121,2.016666667,260,68000,12.72,9.9,7.66,10.06,8485536,8371184,8809138,25670267,33.05589303,32.61042824,34.31650321,9102596,1489895,139100,10731627,84.8203,13.8832,1.2962,47876,48909,0.978879143,3.1,28157,1118368,2.517686486,10.7,23359580,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
244,2015,7,Texas,TX,SPP,South,1.2,warm,16,"Thursday, July 16, 2015",5, July 16,4:45:00 PM,"Thursday, July 16, 2015",5:48:00 PM,system operability disruption,NA,NA,63,1.05,117,17311,11.58,7.73,5.7,8.84,16452344,13820027,9452405,39740458,41.39948261,34.77571144,23.7853449,10318006,1425780,105936,11849725,87.0738,12.0322,0.894,53707,49844,1.077501806,1.8,31256,1488049,2.100468466,11,27469114,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
245,2008,4,Texas,TX,TRE,South,-0.9,cold,16,"Wednesday, April 9, 2008",4, April 9,4:00:00 PM,"Sunday, April 13, 2008",1:15:00 PM,severe weather,NA,NA,5595,93.25,NA,488689,12.53,10.52,8.73,10.52,7964564,8471717,8958318,25400068,31.35646723,33.35312724,35.26887408,9461508,1418297,161115,11040962,85.6946,12.8458,1.4592,48322,48401,0.998367802,-1.5,27438,1174672,2.335800973,11.8,24309039,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
246,2015,2,Texas,TX,TRE,South,0.5,warm,9,"Monday, February 2, 2015",2, February 2,9:40:00 AM,"Monday, February 2, 2015",9:41:00 AM,intentional attack,sabotage,NA,1,0.016666667,NA,NA,11.7,8.1,5.89,8.88,10844990,10257073,7527874,28644756,37.86029806,35.80785607,26.28011214,10318006,1425780,105936,11849725,87.0738,12.0322,0.894,53707,49844,1.077501806,1.8,31256,1488049,2.100468466,11,27469114,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
247,2012,2,Texas,TX,TRE,South,-0.5,cold,5,"Thursday, February 23, 2012",5, February 23,5:45:00 AM,"Thursday, February 23, 2012",3:02:00 PM,intentional attack,vandalism,NA,557,9.283333333,0,0,11.05,8.51,5.58,8.59,9164531,9340342,7218483,25728887,35.61961697,36.30293841,28.05594739,9802110,1355155,92377,11249644,87.1326,12.0462,0.8212,50356,48156,1.045684858,3.6,29058,1314004,2.211408793,10.6,26089741,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
248,2011,6,Texas,TX,TRE,South,-0.3,normal,15,"Monday, June 27, 2011",2, June 27,3:00:00 PM,"Monday, June 27, 2011",7:00:00 PM,public appeal,NA,NA,240,4,0,0,11.25,8.95,6.44,9.28,14819563,11965151,8939921,35730168,41.47633171,33.48753076,25.02065202,9621481,1363629,99033,11084145,86.804,12.3025,0.8935,48595,47586,1.021203715,1.8,28045,1246833,2.249298823,10.2,25654464,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
249,2008,9,Texas,TX,TRE,South,-0.3,normal,12,"Saturday, September 13, 2008",7, September 13,12:00:00 PM,"Monday, September 15, 2008",8:00:00 PM,severe weather,hurricanes,Ike,3360,56,NA,238392,13.51,10.78,8.93,11.33,11987612,10022219,8564730,30580544,39.20012672,32.77318742,28.00712113,9461508,1418297,161115,11040962,85.6946,12.8458,1.4592,48322,48401,0.998367802,-1.5,27438,1174672,2.335800973,11.8,24309039,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
250,2010,9,Texas,TX,TRE,South,-1.4,cold,14,"Tuesday, September 7, 2010",3, September 7,2:02:00 PM,"Wednesday, September 8, 2010",1:27:00 AM,severe weather,hurricanes,NA,685,11.41666667,NA,340350,11.58,9.12,6.19,9.35,13939145,11689057,9020325,34655355,40.22219654,33.72943951,26.02866137,9536778,1459667,127608,11124056,85.7311,13.1217,1.1471,47746,47287,1.009706685,1.1,28030,1205374,2.32541933,10.6,25244363,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
251,2014,3,Texas,TX,TRE,South,-0.4,normal,19,"Sunday, March 2, 2014",1, March 2,7:00:00 PM,"Tuesday, March 4, 2014",9:00:00 AM,severe weather,winter,NA,2280,38,NA,NA,11.75,8.35,6.08,8.79,9811568,10200148,8983048,29007544,33.82419415,35.16377671,30.96797164,10138874,1432478,101641,11672996,86.8575,12.2717,0.8707,52742,49091,1.074372084,2,28121,1421759,1.977902021,10.9,26979078,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
252,2009,7,Texas,TX,TRE,South,0.5,warm,15,"Tuesday, July 7, 2009",3, July 7,3:30:00 PM,"Tuesday, July 7, 2009",7:00:00 PM,public appeal,NA,NA,210,3.5,NA,NA,12.38,9.48,6.23,10.02,16354219,12037833,8418628,36817135,44.42012938,32.69627851,22.86605951,9491971,1435745,136221,11063939,85.792,12.9768,1.2312,47233,46680,1.011846615,-2.3,25406,1171474,2.168720774,10.3,24801761,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
253,2001,6,Texas,TX,TRE,South,-0.1,normal,16,"Wednesday, June 6, 2001",4, June 6,4:22:00 PM,"Wednesday, June 6, 2001",7:09:00 PM,system operability disruption,NA,NA,167,2.783333333,350,24506,9.63,8,5.65,7.9,10686071,7947008,8602330,28531900,37.45306482,27.85306271,30.14986734,8302025,1143697,65290,9635092,86.1645,11.8701,0.6776,45462,44719,1.016614862,0.8,28505,969236,2.940976192,10.9,21319622,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
254,2009,4,Texas,TX,TRE,South,-0.1,normal,15,"Monday, April 27, 2009",2, April 27,3:30:00 PM,"Tuesday, April 28, 2009",11:30:00 PM,severe weather,heavy wind,NA,1920,32,176,158000,12.88,9.56,7.06,9.74,7732389,9086770,8405220,25230186,30.64737216,36.01546972,33.31414204,9491971,1435745,136221,11063939,85.792,12.9768,1.2312,47233,46680,1.011846615,-2.3,25406,1171474,2.168720774,10.3,24801761,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
255,2008,6,Texas,TX,TRE,South,-0.5,cold,9,"Tuesday, June 17, 2008",3, June 17,9:01:00 AM,"Thursday, June 19, 2008",8:30:00 PM,severe weather,thunderstorm,NA,3569,59.48333333,NA,234393,13.43,11.81,9.9,11.92,13425608,10791315,9433901,33656686,39.88986913,32.06291612,28.0297977,9461508,1418297,161115,11040962,85.6946,12.8458,1.4592,48322,48401,0.998367802,-1.5,27438,1174672,2.335800973,11.8,24309039,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
256,2015,4,Texas,TX,TRE,South,0.7,warm,21,"Saturday, April 18, 2015",7, April 18,9:00:00 PM,"Tuesday, April 21, 2015",4:00:00 AM,severe weather,NA,NA,3300,55,NA,89000,12.17,7.63,5.53,8.38,8412451,10944120,8284029,27654566,30.41975419,39.57436902,29.95537518,10318006,1425780,105936,11849725,87.0738,12.0322,0.894,53707,49844,1.077501806,1.8,31256,1488049,2.100468466,11,27469114,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
257,2011,1,Texas,TX,WECC,South,-1.3,cold,13,"Monday, January 24, 2011",2, January 24,1:20:00 PM,"Monday, January 24, 2011",1:30:00 PM,intentional attack,vandalism,NA,10,0.166666667,0,0,10.7,8.69,5.81,8.7,12088465,9543138,8356268,29993367,40.3037945,31.81749485,27.8603866,9621481,1363629,99033,11084145,86.804,12.3025,0.8935,48595,47586,1.021203715,1.8,28045,1246833,2.249298823,10.2,25654464,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
258,2009,7,Texas,TX,TRE,South,0.5,warm,19,"Saturday, July 18, 2009",7, July 18,7:00:00 PM,"Sunday, July 19, 2009",9:00:00 PM,severe weather,thunderstorm,NA,1560,26,51,73000,12.38,9.48,6.23,10.02,16354219,12037833,8418628,36817135,44.42012938,32.69627851,22.86605951,9491971,1435745,136221,11063939,85.792,12.9768,1.2312,47233,46680,1.011846615,-2.3,25406,1171474,2.168720774,10.3,24801761,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
259,2012,4,Texas,TX,TRE,South,-0.4,normal,14,"Friday, April 20, 2012",6, April 20,2:27:00 PM,"Saturday, April 21, 2012",4:27:00 AM,severe weather,thunderstorm,NA,840,14,NA,120377,11.02,8.18,5.23,8.26,8666929,9982141,7684047,26338924,32.90540267,37.89881849,29.17373162,9802110,1355155,92377,11249644,87.1326,12.0462,0.8212,50356,48156,1.045684858,3.6,29058,1314004,2.211408793,10.6,26089741,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
260,2009,8,Texas,TX,TRE,South,0.5,warm,15,"Wednesday, August 5, 2009",4, August 5,3:00:00 PM,"Wednesday, August 5, 2009",7:00:00 PM,public appeal,NA,NA,240,4,NA,NA,12.15,9.45,6.37,9.85,15595465,11809339,8864590,36275885,42.99127368,32.55424092,24.43659197,9491971,1435745,136221,11063939,85.792,12.9768,1.2312,47233,46680,1.011846615,-2.3,25406,1171474,2.168720774,10.3,24801761,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
261,2014,2,Texas,TX,TRE,South,-0.5,cold,16,"Friday, February 7, 2014",6, February 7,4:30:00 PM,"Saturday, February 8, 2014",9:00:00 AM,public appeal,NA,NA,990,16.5,NA,NA,11.25,8.04,6.35,8.85,11797374,10282524,7987546,30082500,39.21673398,34.18108202,26.55213496,10138874,1432478,101641,11672996,86.8575,12.2717,0.8707,52742,49091,1.074372084,2,28121,1421759,1.977902021,10.9,26979078,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
262,2011,8,Texas,TX,TRE,South,-0.6,cold,15,"Monday, August 1, 2011",2, August 1,3:00:00 PM,"Friday, August 5, 2011",7:00:00 PM,public appeal,NA,NA,6000,100,0,0,11.15,9.14,7.27,9.62,18620657,13643813,9396647,41667168,44.6890391,32.74475722,22.55168146,9621481,1363629,99033,11084145,86.804,12.3025,0.8935,48595,47586,1.021203715,1.8,28045,1246833,2.249298823,10.2,25654464,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
263,2004,3,Texas,TX,TRE,South,0.2,normal,5,"Thursday, March 4, 2004",5, March 4,5:00:00 AM,"Tuesday, March 16, 2004",2:45:00 PM,severe weather,heavy wind,NA,17865,297.75,300,63000,8.93,7.58,5.47,7.27,7807744,7134814,8430110,23378775,33.39671989,30.51833982,36.05881831,8562931,1443587,132084,10138864,84.4565,14.2382,1.3027,46396,47037,0.98637243,3.2,26846,1039001,2.58382812,10,22394023,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
264,2012,3,Texas,TX,SERC,South,-0.4,normal,13,"Sunday, March 4, 2012",1, March 4,1:38:00 PM,"Monday, March 5, 2012",11:00:00 AM,intentional attack,vandalism,NA,1282,21.36666667,NA,NA,11.01,8.27,5.41,8.31,8584699,9706687,7868186,26164763,32.81015387,37.09831807,30.0716884,9802110,1355155,92377,11249644,87.1326,12.0462,0.8212,50356,48156,1.045684858,3.6,29058,1314004,2.211408793,10.6,26089741,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
265,2013,10,Texas,TX,TRE,South,-0.3,normal,4,"Sunday, October 27, 2013",1, October 27,4:27:00 AM,"Sunday, October 27, 2013",10:27:00 PM,severe weather,hailstorm,NA,1080,18,NA,171117,11.68,8,5.74,8.63,10925087,12133629,8890336,31956045,34.1878571,37.96974563,27.82051408,9954303,1366825,95881,11417012,87.1883,11.9718,0.8398,51695,48396,1.068166791,2.7,28880,1370216,2.107696889,10.5,26500674,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
266,2011,8,Texas,TX,TRE,South,-0.6,cold,13,"Wednesday, August 24, 2011",4, August 24,1:20:00 PM,"Monday, August 29, 2011",7:00:00 PM,public appeal,NA,NA,7540,125.6666667,0,0,11.15,9.14,7.27,9.62,18620657,13643813,9396647,41667168,44.6890391,32.74475722,22.55168146,9621481,1363629,99033,11084145,86.804,12.3025,0.8935,48595,47586,1.021203715,1.8,28045,1246833,2.249298823,10.2,25654464,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
267,2015,5,Texas,TX,SPP,South,0.8,warm,20,"Monday, May 25, 2015",2, May 25,8:30:00 PM,"Tuesday, May 26, 2015",6:30:00 PM,severe weather,NA,NA,1320,22,NA,57531,12.11,7.86,5.52,8.55,9401256,10922445,8556373,28893988,32.53706619,37.80179115,29.61298731,10318006,1425780,105936,11849725,87.0738,12.0322,0.894,53707,49844,1.077501806,1.8,31256,1488049,2.100468466,11,27469114,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
268,2005,5,Texas,TX,TRE,South,0.3,normal,20,"Sunday, May 29, 2005",1, May 29,8:00:00 PM,"Monday, May 30, 2005",2:30:00 PM,severe weather,thunderstorm,NA,1110,18.5,328,123000,10.72,8.34,6.46,8.51,8411597,8743667,8301649,25461708,33.03626371,34.34045744,32.60444665,8823252,1461530,113955,10398774,84.849,14.0548,1.0959,46451,48090,0.96591807,0.1,25391,1058069,2.399748977,9.7,22778123,84.7,9.35,2435.3,1539.9,15.2,3.35,0.58,97.25833594,2.742036367,2.090872537
